,ros_time,joy_switch,icp_index,cmd_left_vel,meas_left_vel,cmd_right_vel,meas_right_vel,icp_pos_x,icp_pos_y,icp_quat_x,icp_quat_y,icp_quat_z,icp_quat_w,voltage_left,current_left,voltage_right,current_right
4903,1637093569970343298,False,2203,-0.5833333333333335,-0.4930555136883981,3.916666666666667,3.9531707557671565,16.392011642456055,5.517175674438477,0.012722972577057613,-0.007273959641051748,-0.44134662052232354,0.8972170792144539,data: 48.0625,data: 7.5625,data: 48.25,data: 34.1875
4904,1637093570022574428,False,2203,-0.5833333333333335,-0.4930555136883981,3.916666666666667,3.9008108782073267,16.392011642456055,5.517175674438477,0.012722972577057613,-0.007273959641051748,-0.44134662052232354,0.8972170792144539,data: 48.0625,data: 7.5625,data: 48.25,data: 34.1875
4905,1637093570062903747,False,2203,-0.5833333333333335,-0.4930555136883981,3.916666666666667,3.9008108782073267,16.392011642456055,5.517175674438477,0.012722972577057613,-0.007273959641051748,-0.44134662052232354,0.8972170792144539,data: 48.0625,data: 7.5625,data: 48.25,data: 34.1875
4906,1637093570113229815,False,2203,-0.5833333333333335,-0.4930555136883981,3.916666666666667,3.9008108782073267,16.392011642456055,5.517175674438477,0.012722972577057613,-0.007273959641051748,-0.44134662052232354,0.8972170792144539,data: 48.0625,data: 7.5625,data: 48.25,data: 34.1875
4907,1637093570194583013,False,2204,-0.5833333333333335,-0.5105088062083414,3.916666666666667,3.9008108782073267,16.394676208496094,5.470504283905029,0.0133986164592186,-0.007441745763854022,-0.40110097559580454,0.915905651006041,data: 48.0,data: 7.5,data: 48.25,data: 34.1875
4908,1637093570214668441,False,2204,-0.5833333333333335,-0.5105088062083414,3.916666666666667,3.9008108782073267,16.394676208496094,5.470504283905029,0.0133986164592186,-0.007441745763854022,-0.40110097559580454,0.915905651006041,data: 48.0,data: 7.5,data: 48.25,data: 34.1875
4909,1637093570268231856,False,2204,-0.5833333333333335,-0.5105088062083414,3.916666666666667,3.817907738737596,16.394676208496094,5.470504283905029,0.0133986164592186,-0.007441745763854022,-0.40110097559580454,0.915905651006041,data: 48.0,data: 7.5,data: 48.125,data: 35.5
4910,1637093570318599585,False,2204,-0.5833333333333335,-0.5105088062083414,3.916666666666667,3.817907738737596,16.394676208496094,5.470504283905029,0.0133986164592186,-0.007441745763854022,-0.40110097559580454,0.915905651006041,data: 48.0,data: 7.5,data: 48.125,data: 35.5
4911,1637093570370138607,False,2205,-0.5833333333333335,-0.5105088062083414,3.916666666666667,3.817907738737596,16.424976348876953,5.375237941741943,0.013104219384644343,-0.007179760492609338,-0.31808773484604114,0.947943541212205,data: 48.0,data: 7.5,data: 48.125,data: 35.5
4912,1637093570420450854,False,2205,-0.5833333333333335,-0.4799655442984406,3.916666666666667,3.817907738737596,16.424976348876953,5.375237941741943,0.013104219384644343,-0.007179760492609338,-0.31808773484604114,0.947943541212205,data: 48.0,data: 7.5,data: 48.125,data: 35.5
4913,1637093570470755564,False,2205,-0.5833333333333335,-0.4799655442984406,3.916666666666667,3.817907738737596,16.424976348876953,5.375237941741943,0.013104219384644343,-0.007179760492609338,-0.31808773484604114,0.947943541212205,data: 48.0,data: 7.5,data: 48.125,data: 35.5
4914,1637093570522373743,False,2205,-0.5833333333333335,-0.4799655442984406,3.916666666666667,3.8484510006474966,16.424976348876953,5.375237941741943,0.013104219384644343,-0.007179760492609338,-0.31808773484604114,0.947943541212205,data: 48.0,data: 7.5,data: 48.125,data: 35.5
4915,1637093570572702135,False,2206,-0.5833333333333335,-0.4799655442984406,3.916666666666667,3.8484510006474966,16.44682502746582,5.2903547286987305,0.01333734840044614,-0.005883939918401663,-0.2359602211436127,0.9716534098230121,data: 48.0,data: 7.5,data: 48.125,data: 35.5
4916,1637093570613962676,False,2206,-0.5833333333333335,-0.4799655442984406,3.916666666666667,3.8484510006474966,16.44682502746582,5.2903547286987305,0.01333734840044614,-0.005883939918401663,-0.2359602211436127,0.9716534098230121,data: 48.0,data: 7.5,data: 48.125,data: 35.5
4917,1637093570664306090,False,2207,-0.5833333333333335,-0.48432886742842646,3.916666666666667,3.8484510006474966,16.523008346557617,5.213582992553711,0.013506836293502753,-0.005531005325871002,-0.1548529630272441,0.987829738503938,data: 48.0,data: 7.5,data: 48.125,data: 35.5
