,ros_time,joy_switch,icp_index,cmd_left_vel,meas_left_vel,cmd_right_vel,meas_right_vel,icp_pos_x,icp_pos_y,icp_quat_x,icp_quat_y,icp_quat_z,icp_quat_w,voltage_left,current_left,voltage_right,current_right,imu_x,imu_y,imu_z
2261,1637093478408555466,False,916,-3.733333333333334,-3.6084682284982765,7.066666666666667,7.23002642638651,7.740958213806152,-2.9352777004241943,0.012033100415381954,-0.013072926218465572,-0.9936700167947115,0.11092441480710642,45.8125,23.75,46.0,86.3125,-0.1670665144920349,-0.12714605033397675,1.9481743574142456
2262,1637093478458878238,False,917,-3.733333333333334,-3.6084682284982765,7.066666666666667,7.23002642638651,7.7035908699035645,-2.9329662322998047,0.01222636654725316,-0.01390056314150254,-0.9789359432993038,0.2033267106302266,45.8125,23.75,46.0,86.3125,-0.1651064157485962,-0.14269067347049713,1.9123725891113281
2263,1637093478509261959,False,917,-3.733333333333334,-3.6084682284982765,7.066666666666667,7.291112950206312,7.7035908699035645,-2.9329662322998047,0.01222636654725316,-0.01390056314150254,-0.9789359432993038,0.2033267106302266,45.8125,23.75,46.0,86.3125,-0.08224288374185562,-0.1711268126964569,1.922559142112732
2264,1637093478559611828,False,918,-3.733333333333334,-3.6084682284982765,7.066666666666667,7.291112950206312,7.663552761077881,-2.934471607208252,0.011507664830368004,-0.016359246775223067,-0.9557800677861088,0.29340145462183886,45.8125,23.75,46.0,86.3125,0.07414201647043228,-0.16642940044403076,1.9163957834243774
2265,1637093478609981325,False,918,-3.733333333333334,-3.6084682284982765,7.066666666666667,7.291112950206312,7.663552761077881,-2.934471607208252,0.011507664830368004,-0.016359246775223067,-0.9557800677861088,0.29340145462183886,45.8125,23.75,46.0,86.3125,0.1895211935043335,-0.07208696752786636,1.873364806175232
2266,1637093478660316401,False,919,-3.733333333333334,-3.6782813985780494,7.066666666666667,7.291112950206312,7.604012489318848,-2.921083927154541,0.011238988315913334,-0.01778323069010015,-0.9227397709705599,0.38484909163919995,45.8125,23.75,46.0,86.3125,0.10137443989515305,0.00019774591783061624,1.8418389558792114
2267,1637093478710576896,False,919,-3.733333333333334,-3.6782813985780494,7.066666666666667,7.291112950206312,7.604012489318848,-2.921083927154541,0.011238988315913334,-0.01778323069010015,-0.9227397709705599,0.38484909163919995,45.8125,23.75,46.0,86.3125,0.006976608652621508,0.137188121676445,1.7594294548034668
2268,1637093478760922316,False,919,-3.733333333333334,-3.6782813985780494,7.066666666666667,6.662794419488353,7.604012489318848,-2.921083927154541,0.011238988315913334,-0.01778323069010015,-0.9227397709705599,0.38484909163919995,45.8125,23.75,46.0,86.3125,-0.07109398394823074,0.05627559870481491,1.7517465353012085
2269,1637093478811253865,False,920,-3.733333333333334,-3.6782813985780494,7.066666666666667,6.662794419488353,7.552793979644775,-2.918490171432495,0.0023319969033667493,-0.013996746595675773,-0.8815479082768058,0.4718813323540064,45.8125,23.75,46.0,86.3125,-0.0031643882393836975,0.00910817738622427,1.7603739500045776
2270,1637093478861542423,False,920,-3.733333333333334,-3.6782813985780494,7.066666666666667,6.662794419488353,7.552793979644775,-2.918490171432495,0.0023319969033667493,-0.013996746595675773,-0.8815479082768058,0.4718813323540064,45.8125,23.75,46.0,86.3125,0.12430336326360703,-0.012403499335050583,1.7807668447494507
2271,1637093478911848923,False,921,-3.733333333333334,-3.6215581978882336,7.066666666666667,6.662794419488353,7.483730316162109,-2.9387996196746826,-0.00643227291719446,-0.01777233595898685,-0.8322961185375467,0.5540092445141895,45.9375,32.1875,46.0,86.3125,0.12965627014636993,0.06911929696798325,1.7747204303741455
2272,1637093478962162768,False,922,0.0,-3.6215581978882336,0.0,6.662794419488353,7.455137252807617,-2.9855332374572754,-0.005612911440076515,-0.0246584375607636,-0.7769948292153983,0.6289989420898211,45.9375,32.1875,46.0,86.3125,0.04015899449586868,0.046928633004426956,1.7266514301300049
2273,1637093479012525887,False,922,0.0,-3.6215581978882336,0.0,6.457718232379019,7.455137252807617,-2.9855332374572754,-0.005612911440076515,-0.0246584375607636,-0.7769948292153983,0.6289989420898211,45.9375,32.1875,48.875,62.125,-0.07004250586032867,0.13239754736423492,1.5527106523513794
2274,1637093479062894228,False,922,0.0,-3.6215581978882336,0.0,6.457718232379019,7.455137252807617,-2.9855332374572754,-0.005612911440076515,-0.0246584375607636,-0.7769948292153983,0.6289989420898211,45.9375,32.1875,48.875,62.125,-0.15639249980449677,0.354489803314209,1.1627134084701538
2275,1637093479113206033,False,923,0.0,-3.6215581978882336,0.0,6.457718232379019,7.406845569610596,-3.017348289489746,-0.004334561677511727,-0.02086364751283976,-0.718435887772393,0.6952667241351319,45.9375,32.1875,48.875,62.125,-0.1879497617483139,0.2900850474834442,0.8938640356063843
2276,1637093479163502736,False,924,0.0,-1.0428342280666119,0.0,6.457718232379019,7.403461933135986,-3.0745911598205566,-0.005072266659676192,-0.021780572794761355,-0.653855214641647,0.7562891923387991,45.9375,32.1875,48.875,62.125,-0.011056540533900261,-0.07242005318403244,0.6000629663467407
2277,1637093479213849628,False,924,0.0,-1.0428342280666119,0.0,6.457718232379019,7.403461933135986,-3.0745911598205566,-0.005072266659676192,-0.021780572794761355,-0.653855214641647,0.7562891923387991,45.9375,32.1875,48.875,62.125,0.1229187473654747,-0.1336991786956787,0.3069217801094055
2278,1637093479264232061,False,924,0.0,-1.0428342280666119,0.0,1.7933258064241737,7.403461933135986,-3.0745911598205566,-0.005072266659676192,-0.021780572794761355,-0.653855214641647,0.7562891923387991,45.9375,32.1875,48.875,62.125,0.05167412385344505,-0.15717750787734985,0.14347441494464874
2279,1637093479314955457,False,925,0.0,-1.0428342280666119,0.0,1.7933258064241737,7.418371200561523,-3.1497039794921875,-0.002461470824053657,-0.023771057075851438,-0.5865671608681265,0.8095479807977479,45.9375,32.1875,48.875,62.125,0.0148945776745677,0.003754901234060526,0.022834086790680885
